"","id","condition","model","parsname","pars","LL","BIC","AIC","age_group"
"243",115,"Stable","RFTDDM","nk",84,5333.50638067922,10683.4546781285,10683.4546781285,"Young"
"244",116,"Stable","RFTDDM","a",0.908927461343755,482171.198221264,964358.838359297,964358.838359297,"Young"
"245",116,"Stable","RFTDDM","t0",0.05,482171.198221264,964358.838359297,964358.838359297,"Young"
"246",116,"Stable","RFTDDM","nk",85,482171.198221264,964358.838359297,964358.838359297,"Young"
"247",117,"Decreasing","RFTDDM","a",2.23212997403446,97058.938089092,194134.292990205,194134.292990205,"Young"
"248",117,"Decreasing","RFTDDM","t0",5.02397790290868,97058.938089092,194134.292990205,194134.292990205,"Young"
"249",117,"Decreasing","RFTDDM","nk",47,97058.938089092,194134.292990205,194134.292990205,"Young"
"250",118,"Decreasing","RFTDDM","a",6.01359816640915,10227.0503347016,20470.530060059,20470.530060059,"Young"
"251",118,"Decreasing","RFTDDM","t0",1.39137432972974,10227.0503347016,20470.530060059,20470.530060059,"Young"
"252",118,"Decreasing","RFTDDM","nk",33,10227.0503347016,20470.530060059,20470.530060059,"Young"
"253",119,"Decreasing","RFTDDM","a",2.03108263754792,6457.70316018942,12931.8231323998,12931.8231323998,"Young"
"254",119,"Decreasing","RFTDDM","t0",2.38822324365962,6457.70316018942,12931.8231323998,12931.8231323998,"Young"
"255",119,"Decreasing","RFTDDM","nk",41,6457.70316018942,12931.8231323998,12931.8231323998,"Young"
"256",120,"Decreasing","RFTDDM","a",2.12842854946769,6417.13575021722,12850.7008910902,12850.7008910902,"Young"
"257",120,"Decreasing","RFTDDM","t0",0.448674922033528,6417.13575021722,12850.7008910902,12850.7008910902,"Young"
"258",120,"Decreasing","RFTDDM","nk",28,6417.13575021722,12850.7008910902,12850.7008910902,"Young"
"259",121,"Stable","RFTDDM","a",2.66347653851053,9910.78937689463,19837.8667906761,19837.8667906761,"Young"
"260",121,"Stable","RFTDDM","t0",2.04448575749258,9910.78937689463,19837.8667906761,19837.8667906761,"Young"
"261",121,"Stable","RFTDDM","nk",38,9910.78937689463,19837.8667906761,19837.8667906761,"Young"
"262",122,"Decreasing","RFTDDM","a",2.75480221296357,20709.1436387796,41434.6787729743,41434.6787729743,"Young"
"263",122,"Decreasing","RFTDDM","t0",3.26934068141918,20709.1436387796,41434.6787729743,41434.6787729743,"Young"
"264",122,"Decreasing","RFTDDM","nk",31,20709.1436387796,41434.6787729743,41434.6787729743,"Young"
"265",123,"Decreasing","RFTDDM","a",2.12189533888695,107212.721946617,214441.885810003,214441.885810003,"Young"
"266",123,"Decreasing","RFTDDM","t0",2.1305995089455,107212.721946617,214441.885810003,214441.885810003,"Young"
"267",123,"Decreasing","RFTDDM","nk",47,107212.721946617,214441.885810003,214441.885810003,"Young"
"268",124,"Stable","RFTDDM","a",6.45211877196059,10264.3837408556,20545.1842937322,20545.1842937322,"Young"
"269",124,"Stable","RFTDDM","t0",1,10264.3837408556,20545.1842937322,20545.1842937322,"Young"
"270",124,"Stable","RFTDDM","nk",38,10264.3837408556,20545.1842937322,20545.1842937322,"Young"
"271",125,"Stable","RFTDDM","a",2.43470326839879,7717.1513122703,15450.706804964,15450.706804964,"Young"
"272",125,"Stable","RFTDDM","t0",1.83473622333102,7717.1513122703,15450.706804964,15450.706804964,"Young"
"273",125,"Stable","RFTDDM","nk",36,7717.1513122703,15450.706804964,15450.706804964,"Young"
"274",126,"Stable","RFTDDM","a",2.21690635448758,7090.78045403222,14198.0028248345,14198.0028248345,"Young"
"275",126,"Stable","RFTDDM","t0",1.88435124407563,7090.78045403222,14198.0028248345,14198.0028248345,"Young"
"276",126,"Stable","RFTDDM","nk",88,7090.78045403222,14198.0028248345,14198.0028248345,"Young"
"277",127,"Decreasing","RFTDDM","a",3.37945677338488,23664.5791854661,47345.2702850167,47345.2702850167,"Young"
"278",127,"Decreasing","RFTDDM","t0",1.7053092005117,23664.5791854661,47345.2702850167,47345.2702850167,"Young"
"279",127,"Decreasing","RFTDDM","nk",46,23664.5791854661,47345.2702850167,47345.2702850167,"Young"
"280",128,"Decreasing","RFTDDM","a",2.57094250207473,9982.12848190602,19980.6988805821,19980.6988805821,"Young"
"281",128,"Decreasing","RFTDDM","t0",0.179386396062164,9982.12848190602,19980.6988805821,19980.6988805821,"Young"
"282",128,"Decreasing","RFTDDM","nk",17,9982.12848190602,19980.6988805821,19980.6988805821,"Young"
"283",129,"Stable","RFTDDM","a",2.96846710749623,11894.8794646326,23805.9804445797,23805.9804445797,"Young"
"284",129,"Stable","RFTDDM","t0",2.06360791715637,11894.8794646326,23805.9804445797,23805.9804445797,"Young"
"285",129,"Stable","RFTDDM","nk",54,11894.8794646326,23805.9804445797,23805.9804445797,"Young"
"286",130,"Stable","RFTDDM","a",2.25334511356909,37841.5181397313,75699.4656701183,75699.4656701183,"Young"
"287",130,"Stable","RFTDDM","t0",2.83793387730911,37841.5181397313,75699.4656701183,75699.4656701183,"Young"
"288",130,"Stable","RFTDDM","nk",55,37841.5181397313,75699.4656701183,75699.4656701183,"Young"
"289",131,"Stable","RFTDDM","a",2.01187992342101,115425.146986577,230866.735889924,230866.735889924,"Young"
"290",131,"Stable","RFTDDM","t0",3.98866741796441,115425.146986577,230866.735889924,230866.735889924,"Young"
"291",131,"Stable","RFTDDM","nk",49,115425.146986577,230866.735889924,230866.735889924,"Young"
"292",132,"Decreasing","RFTDDM","a",6.54967595157823,11679.1066005014,23374.6551177728,23374.6551177728,"Young"
"293",132,"Decreasing","RFTDDM","t0",1,11679.1066005014,23374.6551177728,23374.6551177728,"Young"
"294",132,"Decreasing","RFTDDM","nk",19,11679.1066005014,23374.6551177728,23374.6551177728,"Young"
"295",133,"Decreasing","RFTDDM","a",2.06756526216533,6491.43366680544,12999.3092503809,12999.3092503809,"Young"
"296",133,"Decreasing","RFTDDM","t0",2.02482732899926,6491.43366680544,12999.3092503809,12999.3092503809,"Young"
"297",133,"Decreasing","RFTDDM","nk",52,6491.43366680544,12999.3092503809,12999.3092503809,"Young"
"298",134,"Decreasing","RFTDDM","a",2.05759823047639,6363.76129972028,12743.9645162106,12743.9645162106,"Young"
"299",134,"Decreasing","RFTDDM","t0",2.3042075215175,6363.76129972028,12743.9645162106,12743.9645162106,"Young"
"300",134,"Decreasing","RFTDDM","nk",35,6363.76129972028,12743.9645162106,12743.9645162106,"Young"
"301",135,"Decreasing","RFTDDM","a",2.1390592287618,27552.8673948517,55122.1516017245,55122.1516017245,"Young"
"302",135,"Decreasing","RFTDDM","t0",2.72652233884952,27552.8673948517,55122.1516017245,55122.1516017245,"Young"
"303",135,"Decreasing","RFTDDM","nk",26,27552.8673948517,55122.1516017245,55122.1516017245,"Young"
"304",136,"Decreasing","RFTDDM","a",5.61926710979413,11832.1198285726,23680.669047801,23680.669047801,"Young"
"305",136,"Decreasing","RFTDDM","t0",2.12956948243148,11832.1198285726,23680.669047801,23680.669047801,"Young"
"306",136,"Decreasing","RFTDDM","nk",22,11832.1198285726,23680.669047801,23680.669047801,"Young"
"307",137,"Stable","RFTDDM","a",2.42110407486392,37499.8393124365,75016.1080155288,75016.1080155288,"Young"
"308",137,"Stable","RFTDDM","t0",2.06675916170164,37499.8393124365,75016.1080155288,75016.1080155288,"Young"
"309",137,"Stable","RFTDDM","nk",52,37499.8393124365,75016.1080155288,75016.1080155288,"Young"
"310",138,"Decreasing","RFTDDM","a",2.14645606720794,17332.8363903848,34682.0895927907,34682.0895927907,"Young"
"311",138,"Decreasing","RFTDDM","t0",3.2632107075237,17332.8363903848,34682.0895927907,34682.0895927907,"Young"
"312",138,"Decreasing","RFTDDM","nk",24,17332.8363903848,34682.0895927907,34682.0895927907,"Young"
"313",139,"Stable","RFTDDM","a",2.3949394408414,26939.8351495,53896.1122157699,53896.1122157699,"Young"
"314",139,"Stable","RFTDDM","t0",2.10229878898082,26939.8351495,53896.1122157699,53896.1122157699,"Young"
"315",139,"Stable","RFTDDM","nk",90,26939.8351495,53896.1122157699,53896.1122157699,"Young"
"316",140,"Stable","RFTDDM","a",2.58279854829006,9475.96519915469,18968.3597889652,18968.3597889652,"Young"
"317",140,"Stable","RFTDDM","t0",2.02911717712079,9475.96519915469,18968.3597889652,18968.3597889652,"Young"
"318",140,"Stable","RFTDDM","nk",82,9475.96519915469,18968.3597889652,18968.3597889652,"Young"
"319",141,"Stable","RFTDDM","a",2.15803697543637,6700.0655887502,13416.5730942704,13416.5730942704,"Young"
"320",141,"Stable","RFTDDM","t0",1.70926412378522,6700.0655887502,13416.5730942704,13416.5730942704,"Young"
"321",141,"Stable","RFTDDM","nk",48,6700.0655887502,13416.5730942704,13416.5730942704,"Young"
"322",142,"Stable","RFTDDM","a",2.21879269709746,146253.416736928,292523.186589216,292523.186589216,"Young"
"323",142,"Stable","RFTDDM","t0",4.84742840977651,146253.416736928,292523.186589216,292523.186589216,"Young"
"324",142,"Stable","RFTDDM","nk",70,146253.416736928,292523.186589216,292523.186589216,"Young"
"325",143,"Decreasing","RFTDDM","a",2.13826692148668,17798.8109009814,35614.0637187329,35614.0637187329,"Young"
"326",143,"Decreasing","RFTDDM","t0",1.81214385538427,17798.8109009814,35614.0637187329,35614.0637187329,"Young"
"327",143,"Decreasing","RFTDDM","nk",42,17798.8109009814,35614.0637187329,35614.0637187329,"Young"
"328",144,"Stable","RFTDDM","a",2.50112100016352,914639.633265183,1829295.68334239,1829295.68334239,"Young"
"329",144,"Stable","RFTDDM","t0",2.19762766097868,914639.633265183,1829295.68334239,1829295.68334239,"Young"
"330",144,"Stable","RFTDDM","nk",55,914639.633265183,1829295.68334239,1829295.68334239,"Young"
"331",145,"Stable","RFTDDM","a",2.33890918265986,7999.48100699657,16015.3788260142,16015.3788260142,"Young"
"332",145,"Stable","RFTDDM","t0",2.4180988111729,7999.48100699657,16015.3788260142,16015.3788260142,"Young"
"333",145,"Stable","RFTDDM","nk",44,7999.48100699657,16015.3788260142,16015.3788260142,"Young"
"334",146,"Stable","RFTDDM","a",1.95782688589818,5576.86459490886,11170.1711065877,11170.1711065877,"Young"
"335",146,"Stable","RFTDDM","t0",1.44245702463984,5576.86459490886,11170.1711065877,11170.1711065877,"Young"
"336",146,"Stable","RFTDDM","nk",49,5576.86459490886,11170.1711065877,11170.1711065877,"Young"
"337",147,"Decreasing","RFTDDM","a",6.10891363080196,16087.9661953062,32192.2855059731,32192.2855059731,"Young"
"338",147,"Decreasing","RFTDDM","t0",1.82371065582945,16087.9661953062,32192.2855059731,32192.2855059731,"Young"
"339",147,"Decreasing","RFTDDM","nk",17,16087.9661953062,32192.2855059731,32192.2855059731,"Young"
"340",148,"Decreasing","RFTDDM","a",1.91783231709269,574223.019416595,1148462.45564521,1148462.45564521,"Young"
"341",148,"Decreasing","RFTDDM","t0",4.3587990687291,574223.019416595,1148462.45564521,1148462.45564521,"Young"
"342",148,"Decreasing","RFTDDM","nk",27,574223.019416595,1148462.45564521,1148462.45564521,"Young"
"343",149,"Stable","RFTDDM","a",6.53375693152004,9613.33654767458,19243.1150121192,19243.1150121192,"Young"
"344",149,"Stable","RFTDDM","t0",1.23621298632761,9613.33654767458,19243.1150121192,19243.1150121192,"Young"
"345",149,"Stable","RFTDDM","nk",65,9613.33654767458,19243.1150121192,19243.1150121192,"Young"
"346",150,"Decreasing","RFTDDM","a",2.20874499700433,87707.7573388664,175431.956594503,175431.956594503,"Young"
"347",150,"Decreasing","RFTDDM","t0",2.655914795754,87707.7573388664,175431.956594503,175431.956594503,"Young"
"348",150,"Decreasing","RFTDDM","nk",32,87707.7573388664,175431.956594503,175431.956594503,"Young"
"349",151,"Decreasing","RFTDDM","a",2.10768078956596,56540.8271369887,113098.071085998,113098.071085998,"Young"
"350",151,"Decreasing","RFTDDM","t0",1.87475513800679,56540.8271369887,113098.071085998,113098.071085998,"Young"
"351",151,"Decreasing","RFTDDM","nk",38,56540.8271369887,113098.071085998,113098.071085998,"Young"
"352",152,"Stable","RFTDDM","a",4.90855060547499,9649.91007833387,19316.2620734378,19316.2620734378,"Young"
"353",152,"Stable","RFTDDM","t0",1,9649.91007833387,19316.2620734378,19316.2620734378,"Young"
"354",152,"Stable","RFTDDM","nk",40,9649.91007833387,19316.2620734378,19316.2620734378,"Young"
"355",153,"Decreasing","RFTDDM","a",2.76036650901397,12943.0871288655,25902.5657531461,25902.5657531461,"Young"
"356",153,"Decreasing","RFTDDM","t0",1.45051010872071,12943.0871288655,25902.5657531461,25902.5657531461,"Young"
"357",153,"Decreasing","RFTDDM","nk",36,12943.0871288655,25902.5657531461,25902.5657531461,"Young"
"358",154,"Stable","RFTDDM","a",2.37514039598405,57450.6690020078,114917.665257147,114917.665257147,"Young"
"359",154,"Stable","RFTDDM","t0",2.04274476479094,57450.6690020078,114917.665257147,114917.665257147,"Young"
"360",154,"Stable","RFTDDM","nk",32,57450.6690020078,114917.665257147,114917.665257147,"Young"
"361",155,"Stable","RFTDDM","a",2.30452954757679,67619.95796307,135256.203963027,135256.203963027,"Young"
"362",155,"Stable","RFTDDM","t0",3.75439512631668,67619.95796307,135256.203963027,135256.203963027,"Young"
"363",155,"Stable","RFTDDM","nk",70,67619.95796307,135256.203963027,135256.203963027,"Young"
"364",156,"Stable","RFTDDM","a",2.71749527769088,19431.2798024612,38878.9383614649,38878.9383614649,"Young"
"365",156,"Stable","RFTDDM","t0",1.54954569683145,19431.2798024612,38878.9383614649,38878.9383614649,"Young"
"366",156,"Stable","RFTDDM","nk",87,19431.2798024612,38878.9383614649,38878.9383614649,"Young"
"367",157,"Stable","RFTDDM","a",2.46127685207555,8399.96545888148,16816.111800402,16816.111800402,"Young"
"368",157,"Stable","RFTDDM","t0",2.62315552946144,8399.96545888148,16816.111800402,16816.111800402,"Young"
"369",157,"Stable","RFTDDM","nk",41,8399.96545888148,16816.111800402,16816.111800402,"Young"
"370",158,"Decreasing","RFTDDM","a",11.452530101404,12483.2303238074,24982.9025643847,24982.9025643847,"Young"
"371",158,"Decreasing","RFTDDM","t0",1,12483.2303238074,24982.9025643847,24982.9025643847,"Young"
"372",158,"Decreasing","RFTDDM","nk",28,12483.2303238074,24982.9025643847,24982.9025643847,"Young"
"373",159,"Decreasing","RFTDDM","a",2.17963647192388,28147.9772659262,56312.3964486225,56312.3964486225,"Young"
"374",159,"Decreasing","RFTDDM","t0",2.75238624596334,28147.9772659262,56312.3964486225,56312.3964486225,"Young"
"375",159,"Decreasing","RFTDDM","nk",28,28147.9772659262,56312.3964486225,56312.3964486225,"Young"
"376",160,"Decreasing","RFTDDM","a",2.30224367990028,48707.5679084592,97431.5652075742,97431.5652075742,"Young"
"377",160,"Decreasing","RFTDDM","t0",3.42049661257878,48707.5679084592,97431.5652075742,97431.5652075742,"Young"
"378",160,"Decreasing","RFTDDM","nk",31,48707.5679084592,97431.5652075742,97431.5652075742,"Young"
"379",161,"Decreasing","RFTDDM","a",2.32272437869196,19123.1359053491,38262.701201354,38262.701201354,"Young"
"380",161,"Decreasing","RFTDDM","t0",1.57214759653989,19123.1359053491,38262.701201354,38262.701201354,"Young"
"381",161,"Decreasing","RFTDDM","nk",29,19123.1359053491,38262.701201354,38262.701201354,"Young"
"382",162,"Stable","RFTDDM","a",2.33974824515125,145500.183558053,291016.809032875,291016.809032875,"Young"
"383",162,"Stable","RFTDDM","t0",2.38699635638785,145500.183558053,291016.809032875,291016.809032875,"Young"
"384",162,"Stable","RFTDDM","nk",100,145500.183558053,291016.809032875,291016.809032875,"Young"
"385",163,"Decreasing","RFTDDM","a",2.31402578713319,17536.3607839323,35089.1634846346,35089.1634846346,"Young"
"386",163,"Decreasing","RFTDDM","t0",3.27731959797443,17536.3607839323,35089.1634846346,35089.1634846346,"Young"
"387",163,"Decreasing","RFTDDM","nk",54,17536.3607839323,35089.1634846346,35089.1634846346,"Young"
"388",164,"Decreasing","RFTDDM","a",2.62736822371225,10472.2589773118,20960.7662558302,20960.7662558302,"Young"
"389",164,"Decreasing","RFTDDM","t0",1.42085462215684,10472.2589773118,20960.7662558302,20960.7662558302,"Young"
"390",164,"Decreasing","RFTDDM","nk",29,10472.2589773118,20960.7662558302,20960.7662558302,"Young"
"391",165,"Decreasing","RFTDDM","a",7.2517469643463,9957.78723706779,19932.0163909056,19932.0163909056,"Young"
"392",165,"Decreasing","RFTDDM","t0",2.31904181334896,9957.78723706779,19932.0163909056,19932.0163909056,"Young"
"393",165,"Decreasing","RFTDDM","nk",27,9957.78723706779,19932.0163909056,19932.0163909056,"Young"
"394",166,"Stable","RFTDDM","a",2.63870620864689,56959.796933917,113935.908105761,113935.908105761,"Young"
"395",166,"Stable","RFTDDM","t0",2.57209730259138,56959.796933917,113935.908105761,113935.908105761,"Young"
"396",166,"Stable","RFTDDM","nk",47,56959.796933917,113935.908105761,113935.908105761,"Young"
"397",167,"Decreasing","RFTDDM","a",2.22770700010965,37819.1352522428,75654.7124212557,75654.7124212557,"Young"
"398",167,"Decreasing","RFTDDM","t0",1.99426559621478,37819.1352522428,75654.7124212557,75654.7124212557,"Young"
"399",167,"Decreasing","RFTDDM","nk",36,37819.1352522428,75654.7124212557,75654.7124212557,"Young"
"400",168,"Stable","RFTDDM","a",2.03486535569877,26032.9253469782,52082.2800846121,52082.2800846121,"Young"
"401",168,"Stable","RFTDDM","t0",1.4388743406489,26032.9253469782,52082.2800846121,52082.2800846121,"Young"
"402",168,"Stable","RFTDDM","nk",66,26032.9253469782,52082.2800846121,52082.2800846121,"Young"
"403",169,"Stable","RFTDDM","a",2.25301576469785,6415.09761588381,12846.6371485376,12846.6371485376,"Young"
"404",169,"Stable","RFTDDM","t0",1.72120079566989,6415.09761588381,12846.6371485376,12846.6371485376,"Young"
"405",169,"Stable","RFTDDM","nk",100,6415.09761588381,12846.6371485376,12846.6371485376,"Young"
"406",170,"Stable","RFTDDM","a",2.50743479071846,18485.578790399,36987.574392819,36987.574392819,"Young"
"407",170,"Stable","RFTDDM","t0",1.67857302646749,18485.578790399,36987.574392819,36987.574392819,"Young"
"408",170,"Stable","RFTDDM","nk",96,18485.578790399,36987.574392819,36987.574392819,"Young"
"409",171,"Stable","RFTDDM","a",6.5066498900706,115821.143618004,231658.691416432,231658.691416432,"Young"
"410",171,"Stable","RFTDDM","t0",3.82135845666783,115821.143618004,231658.691416432,231658.691416432,"Young"
"411",171,"Stable","RFTDDM","nk",30,115821.143618004,231658.691416432,231658.691416432,"Young"
"412",172,"Decreasing","RFTDDM","a",1.70427151924967,24685.783074703,49388.0080661761,49388.0080661761,"Young"
"413",172,"Decreasing","RFTDDM","t0",1.55392551199062,24685.783074703,49388.0080661761,49388.0080661761,"Young"
"414",172,"Decreasing","RFTDDM","nk",43,24685.783074703,49388.0080661761,49388.0080661761,"Young"
"415",173,"Stable","RFTDDM","a",2.4631553736278,8623.21053507958,17262.850460815,17262.850460815,"Young"
"416",173,"Stable","RFTDDM","t0",1.57164725188128,8623.21053507958,17262.850460815,17262.850460815,"Young"
"417",173,"Stable","RFTDDM","nk",66,8623.21053507958,17262.850460815,17262.850460815,"Young"
"418",174,"Decreasing","RFTDDM","a",2.14256276856288,186174.012827699,372364.442467419,372364.442467419,"Young"
"419",174,"Decreasing","RFTDDM","t0",2.90431581468926,186174.012827699,372364.442467419,372364.442467419,"Young"
"420",174,"Decreasing","RFTDDM","nk",39,186174.012827699,372364.442467419,372364.442467419,"Young"
"421",175,"Stable","RFTDDM","a",2.64536301474652,79019.0817004746,158054.384916264,158054.384916264,"Young"
"422",175,"Stable","RFTDDM","t0",2.84663023555389,79019.0817004746,158054.384916264,158054.384916264,"Young"
"423",175,"Stable","RFTDDM","nk",82,79019.0817004746,158054.384916264,158054.384916264,"Young"
"424",176,"Decreasing","RFTDDM","a",2.28915149385952,18460.7495046079,36937.9283998716,36937.9283998716,"Young"
"425",176,"Decreasing","RFTDDM","t0",2.47327220670035,18460.7495046079,36937.9283998716,36937.9283998716,"Young"
"426",176,"Decreasing","RFTDDM","nk",53,18460.7495046079,36937.9283998716,36937.9283998716,"Young"
"427",177,"Stable","RFTDDM","a",3.29992577086649,9123.14142197664,18261.7078346228,18261.7078346228,"Young"
"428",177,"Stable","RFTDDM","t0",3.14675125742745,9123.14142197664,18261.7078346228,18261.7078346228,"Young"
"429",177,"Stable","RFTDDM","nk",57,9123.14142197664,18261.7078346228,18261.7078346228,"Young"
"430",178,"Decreasing","RFTDDM","a",2.17263285429203,7249.00736825785,14514.4566532857,14514.4566532857,"Young"
"431",178,"Decreasing","RFTDDM","t0",1.81399791999679,7249.00736825785,14514.4566532857,14514.4566532857,"Young"
"432",178,"Decreasing","RFTDDM","nk",37,7249.00736825785,14514.4566532857,14514.4566532857,"Young"
"433",179,"Decreasing","RFTDDM","a",5.52725385358463,8957.06175132467,17930.5654194194,17930.5654194194,"Young"
"434",179,"Decreasing","RFTDDM","t0",1.14772292489413,8957.06175132467,17930.5654194194,17930.5654194194,"Young"
"435",179,"Decreasing","RFTDDM","nk",22,8957.06175132467,17930.5654194194,17930.5654194194,"Young"
"436",180,"Stable","RFTDDM","a",2.35574849402133,18084.9012730133,36186.2319366824,36186.2319366824,"Young"
"437",180,"Stable","RFTDDM","t0",2.34641670869528,18084.9012730133,36186.2319366824,36186.2319366824,"Young"
"438",180,"Stable","RFTDDM","nk",79,18084.9012730133,36186.2319366824,36186.2319366824,"Young"
"439",53,"Decreasing","RFTDDM","a",4.49486285173121,31851.1486487178,63718.6115353624,63718.6115353624,"Old"
"440",53,"Decreasing","RFTDDM","t0",3.22398288206467,31851.1486487178,63718.6115353624,63718.6115353624,"Old"
"441",53,"Decreasing","RFTDDM","nk",23,31851.1486487178,63718.6115353624,63718.6115353624,"Old"
"442",67,"Stable","RFTDDM","a",2.23224994415772,245359.834282525,490735.956601936,490735.956601936,"Old"
"443",67,"Stable","RFTDDM","t0",5.81736529477469,245359.834282525,490735.956601936,490735.956601936,"Old"
"444",67,"Stable","RFTDDM","nk",64,245359.834282525,490735.956601936,490735.956601936,"Old"
"445",68,"Stable","RFTDDM","a",5.57411631684705,12745.8946168419,25508.2060457048,25508.2060457048,"Old"
"446",68,"Stable","RFTDDM","t0",1,12745.8946168419,25508.2060457048,25508.2060457048,"Old"
"447",68,"Stable","RFTDDM","nk",51,12745.8946168419,25508.2060457048,25508.2060457048,"Old"
"448",69,"Decreasing","RFTDDM","a",2.55798815070383,10866.5908519732,21749.5858843699,21749.5858843699,"Old"
"449",69,"Decreasing","RFTDDM","t0",0.820611788264076,10866.5908519732,21749.5858843699,21749.5858843699,"Old"
"450",69,"Decreasing","RFTDDM","nk",83,10866.5908519732,21749.5858843699,21749.5858843699,"Old"
"451",71,"Stable","RFTDDM","a",2.3865676607066,27962.8881932534,55942.1165986218,55942.1165986218,"Old"
"452",71,"Stable","RFTDDM","t0",3.78481876053016,27962.8881932534,55942.1165986218,55942.1165986218,"Old"
"453",71,"Stable","RFTDDM","nk",68,27962.8881932534,55942.1165986218,55942.1165986218,"Old"
"454",72,"Stable","RFTDDM","a",2.33645615891075,6897.79158019238,13811.9873408082,13811.9873408082,"Old"
"455",72,"Stable","RFTDDM","t0",2.21053371532435,6897.79158019238,13811.9873408082,13811.9873408082,"Old"
"456",72,"Stable","RFTDDM","nk",74,6897.79158019238,13811.9873408082,13811.9873408082,"Old"
"457",73,"Decreasing","RFTDDM","a",2.33985007032331,98508.8567731653,197033.961847537,197033.961847537,"Old"
"458",73,"Decreasing","RFTDDM","t0",2.93354501855222,98508.8567731653,197033.961847537,197033.961847537,"Old"
"459",73,"Decreasing","RFTDDM","nk",52,98508.8567731653,197033.961847537,197033.961847537,"Old"
"460",74,"Decreasing","RFTDDM","a",2.45701058201965,29300.8019924071,58617.9312379457,58617.9312379457,"Old"
"461",74,"Decreasing","RFTDDM","t0",2.94487187388427,29300.8019924071,58617.9312379457,58617.9312379457,"Old"
"462",74,"Decreasing","RFTDDM","nk",25,29300.8019924071,58617.9312379457,58617.9312379457,"Old"
"463",75,"Decreasing","RFTDDM","a",4.47091202131113,11141.3821555713,22298.2927603402,22298.2927603402,"Old"
"464",75,"Decreasing","RFTDDM","t0",4.25935846643569,11141.3821555713,22298.2927603402,22298.2927603402,"Old"
"465",75,"Decreasing","RFTDDM","nk",15,11141.3821555713,22298.2927603402,22298.2927603402,"Old"
"466",76,"Decreasing","RFTDDM","a",2.81960608392042,20898.0342982656,41812.2766286768,41812.2766286768,"Old"
"467",76,"Decreasing","RFTDDM","t0",2.36864794186477,20898.0342982656,41812.2766286768,41812.2766286768,"Old"
"468",76,"Decreasing","RFTDDM","nk",26,20898.0342982656,41812.2766286768,41812.2766286768,"Old"
"469",77,"Decreasing","RFTDDM","a",2.78317508735865,9792.73021170089,19600.8501195466,19600.8501195466,"Old"
"470",77,"Decreasing","RFTDDM","t0",4.03282482988445,9792.73021170089,19600.8501195466,19600.8501195466,"Old"
"471",77,"Decreasing","RFTDDM","nk",28,9792.73021170089,19600.8501195466,19600.8501195466,"Old"
"472",78,"Decreasing","RFTDDM","a",2.28665759214011,48298.7031242513,96613.8356391585,96613.8356391585,"Old"
"473",78,"Decreasing","RFTDDM","t0",3.83540203177263,48298.7031242513,96613.8356391585,96613.8356391585,"Old"
"474",78,"Decreasing","RFTDDM","nk",26,48298.7031242513,96613.8356391585,96613.8356391585,"Old"
"475",79,"Decreasing","RFTDDM","a",3.85693180531585,116532.125028529,233080.590269172,233080.590269172,"Old"
"476",79,"Decreasing","RFTDDM","t0",4.4216547029539,116532.125028529,233080.590269172,233080.590269172,"Old"
"477",79,"Decreasing","RFTDDM","nk",24,116532.125028529,233080.590269172,233080.590269172,"Old"
"478",80,"Decreasing","RFTDDM","a",2.4323950948962,8797.53783317234,17611.2701544492,17611.2701544492,"Old"
"479",80,"Decreasing","RFTDDM","t0",2.45454983529155,8797.53783317234,17611.2701544492,17611.2701544492,"Old"
"480",80,"Decreasing","RFTDDM","nk",49,8797.53783317234,17611.2701544492,17611.2701544492,"Old"
